Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Cost per item,Status
nhl-17-ps4-pch147131,Nhl 17 (PS4),,EA SPORTS,,PS4,"PS4, Used, SPORTS, EA SPORTS",TRUE,Title,Default Title,,,,,PCH147131,0,shopify,1,deny,manual,3.99,,TRUE,TRUE,,,,,FALSE,,,0.50,active
nhl-17-ps4-pch147502,Nhl 17 (PS4),,EA SPORTS,,PS4,"PS4, Used, SPORTS, EA SPORTS",TRUE,Title,Default Title,,,,,PCH147502,0,shopify,1,deny,manual,3.99,,TRUE,TRUE,,,,,FALSE,,,0.50,active
nhl-17-ps4-pch26778,Nhl 17 (PS4),,EA SPORTS,,PS4,"PS4, New, SPORTS, EA SPORTS",TRUE,Title,Default Title,,,,,PCH26778,0,shopify,1,deny,manual,19.99,,TRUE,TRUE,,,,,FALSE,,,2.00,active
nhl-17-deluxe-edition-xone-pch124077,Nhl 17 Deluxe Edition (XONE),,EA SPORTS,,XONE,"XONE, Used, SPORTS, EA SPORTS",TRUE,Title,Default Title,,,,,PCH124077,0,shopify,1,deny,manual,3.99,,TRUE,TRUE,,,,,FALSE,,,0.50,active
nhl-18-ps4-pch104523,Nhl 18 (PS4),,,,PS4,"PS4, Used",TRUE,Title,Default Title,,,,,PCH104523,0,shopify,1,deny,manual,3.99,,TRUE,TRUE,,,,,FALSE,,,0.25,active
nhl-18-ps4-pch117393,Nhl 18 (PS4),,,,PS4,"PS4, Used",TRUE,Title,Default Title,,,,,PCH117393,0,shopify,1,deny,manual,3.99,,TRUE,TRUE,,,,,FALSE,,,0.25,active
nhl-18-ps4-pch127735,Nhl 18 (PS4),,,,PS4,"PS4, Used",TRUE,Title,Default Title,,,,,PCH127735,0,shopify,1,deny,manual,3.99,,TRUE,TRUE,,,,,FALSE,,,0.25,active
nhl-18-ps4-pch127926,Nhl 18 (PS4),,,,PS4,"PS4, Used",TRUE,Title,Default Title,,,,,PCH127926,0,shopify,1,deny,manual,3.99,,TRUE,TRUE,,,,,FALSE,,,0.25,active
nhl-18-ps4-pch142209,Nhl 18 (PS4),,,,PS4,"PS4, Used",TRUE,Title,Default Title,,,,,PCH142209,0,shopify,1,deny,manual,3.99,,TRUE,TRUE,,,,,FALSE,,,0.25,active
nhl-18-ps4-pch145430,Nhl 18 (PS4),,,,PS4,"PS4, Used",TRUE,Title,Default Title,,,,,PCH145430,0,shopify,1,deny,manual,3.99,,TRUE,TRUE,,,,,FALSE,,,0.28,active
nhl-18-ps4-pch40006,Nhl 18 (PS4),,,,PS4,"PS4, New",TRUE,Title,Default Title,,,,,PCH40006,0,shopify,1,deny,manual,7.99,,TRUE,TRUE,,,,,FALSE,,,1.50,active
nhl-18-ps4-pch76377,Nhl 18 (PS4),,,,PS4,"PS4, Used",TRUE,Title,Default Title,,,,,PCH76377,0,shopify,1,deny,manual,3.99,,TRUE,TRUE,,,,,FALSE,,,0.25,active
nhl-20-xone-pch134020,Nhl 20 (XONE),,,,XONE,"XONE, Used",TRUE,Title,Default Title,,,,,PCH134020,0,shopify,1,deny,manual,4.99,,TRUE,TRUE,,,,,FALSE,,,0.20,active
nhl-20-ps4-pch123728,Nhl 20 (PS4),,,,PS4,"PS4, Used",TRUE,Title,Default Title,,,,,PCH123728,0,shopify,1,deny,manual,4.99,,TRUE,TRUE,,,,,FALSE,,,0.55,active
nhl-20-ps4-pch63053,Nhl 20 (PS4),,,,PS4,"PS4, New",TRUE,Title,Default Title,,,,,PCH63053,0,shopify,1,deny,manual,19.99,,TRUE,TRUE,,,,,FALSE,,,51.59,active
nhl-2000-ps1-pch110022,Nhl 2000 (PS1),,ELECTRONIC ARTS,,PS1,"PS1, Used, SPORTS, ELECTRONIC ARTS",TRUE,Title,Default Title,,,,,PCH110022,0,shopify,1,deny,manual,7.99,,TRUE,TRUE,,,,,FALSE,,,0.07,active
nhl-2000-ps1-pch129952,Nhl 2000 (PS1),,ELECTRONIC ARTS,,PS1,"PS1, Used, SPORTS, ELECTRONIC ARTS",TRUE,Title,Default Title,,,,,PCH129952,0,shopify,1,deny,manual,7.99,,TRUE,TRUE,,,,,FALSE,,,1.10,active
nhl-2000-ps1-pch141977,Nhl 2000 (PS1),,ELECTRONIC ARTS,,PS1,"PS1, Used, SPORTS, ELECTRONIC ARTS",TRUE,Title,Default Title,,,,,PCH141977,0,shopify,1,deny,manual,7.99,,TRUE,TRUE,,,,,FALSE,,,0.28,active
nhl-2000-ps1-pch93430,Nhl 2000 (PS1),,ELECTRONIC ARTS,,PS1,"PS1, Used, SPORTS, ELECTRONIC ARTS",TRUE,Title,Default Title,,,,,PCH93430,0,shopify,1,deny,manual,7.99,,TRUE,TRUE,,,,,FALSE,,,1.00,active
nhl-2001-ps2-pch112451,Nhl 2001 (PS2),,ELECTRONIC ARTS,,PS2,"PS2, Used, SPORTS, ELECTRONIC ARTS",TRUE,Title,Default Title,,,,,PCH112451,0,shopify,1,deny,manual,4.99,,TRUE,TRUE,,,,,FALSE,,,0.05,active
nhl-2001-ps2-pch121801,Nhl 2001 (PS2),,ELECTRONIC ARTS,,PS2,"PS2, Used, SPORTS, ELECTRONIC ARTS",TRUE,Title,Default Title,,,,,PCH121801,0,shopify,1,deny,manual,4.99,,TRUE,TRUE,,,,,FALSE,,,0.17,active
nhl-2001-ps2-pch63821,Nhl 2001 (PS2),,ELECTRONIC ARTS,,PS2,"PS2, Used, SPORTS, ELECTRONIC ARTS",TRUE,Title,Default Title,,,,,PCH63821,0,shopify,1,deny,manual,4.99,,TRUE,TRUE,,,,,FALSE,,,0.05,active
nhl-2002-gba-pch122696,Nhl 2002 (GBA),,ELECTRONIC ARTS,,GBA,"GBA, Used, SPORTS, ELECTRONIC ARTS",TRUE,Title,Default Title,,,,,PCH122696,0,shopify,1,deny,manual,21.99,,TRUE,TRUE,,,,,FALSE,,,5.82,active
nhl-2002-xbx-pch138481,Nhl 2002 (XBX),,ELECTRONIC ARTS,,XBX,"XBX, Used, SPORTS, ELECTRONIC ARTS",TRUE,Title,Default Title,,,,,PCH138481,0,shopify,1,deny,manual,4.99,,TRUE,TRUE,,,,,FALSE,,,0.80,active
nhl-2002-xbx-pch93370,Nhl 2002 (XBX),,ELECTRONIC ARTS,,XBX,"XBX, Used, SPORTS, ELECTRONIC ARTS",TRUE,Title,Default Title,,,,,PCH93370,0,shopify,1,deny,manual,4.99,,TRUE,TRUE,,,,,FALSE,,,1.00,active
nhl-2002-ps2-pch10460,Nhl 2002 (PS2),,ELECTRONIC ARTS,,PS2,"PS2, Used, SPORTS, ELECTRONIC ARTS",TRUE,Title,Default Title,,,,,PCH10460,0,shopify,1,deny,manual,2.99,,TRUE,TRUE,,,,,FALSE,,,0.06,active
nhl-2002-ps2-pch40936,Nhl 2002 (PS2),,ELECTRONIC ARTS,,PS2,"PS2, Used, SPORTS, ELECTRONIC ARTS",TRUE,Title,Default Title,,,,,PCH40936,0,shopify,1,deny,manual,2.99,,TRUE,TRUE,,,,,FALSE,,,0.03,active
nhl-2002-ps2-pch51500,Nhl 2002 (PS2),,ELECTRONIC ARTS,,PS2,"PS2, Used, SPORTS, ELECTRONIC ARTS",TRUE,Title,Default Title,,,,,PCH51500,0,shopify,1,deny,manual,2.99,,TRUE,TRUE,,,,,FALSE,,,0.03,active
nhl-2003-xbx-pch128370,Nhl 2003 (XBX),,ELECTRONIC ARTS,,XBX,"XBX, Used, SPORTS, ELECTRONIC ARTS",TRUE,Title,Default Title,,,,,PCH128370,0,shopify,1,deny,manual,5.99,,TRUE,TRUE,,,,,FALSE,,,0.25,active
nhl-2003-ps2-pch110530,Nhl 2003 (PS2),,ELECTRONIC ARTS,,PS2,"PS2, Used, SPORTS, ELECTRONIC ARTS",TRUE,Title,Default Title,,,,,PCH110530,0,shopify,1,deny,manual,4.99,,TRUE,TRUE,,,,,FALSE,,,0.05,active
nhl-2003-ps2-pch3137,Nhl 2003 (PS2),,ELECTRONIC ARTS,,PS2,"PS2, Used, SPORTS, ELECTRONIC ARTS",TRUE,Title,Default Title,,,,,PCH3137,0,shopify,1,deny,manual,4.99,,TRUE,TRUE,,,,,FALSE,,,0.00,active
nhl-2004-ps2-pch8931,Nhl 2004 (PS2),,ELECTRONIC ARTS,,PS2,"PS2, Used, SPORTS, ELECTRONIC ARTS",TRUE,Title,Default Title,,,,,PCH8931,0,shopify,1,deny,manual,5.99,,TRUE,TRUE,,,,,FALSE,,,0.06,active
nhl-2005-ps2-pch109785,Nhl 2005 (PS2),,ELECTRONIC ARTS,,PS2,"PS2, Used, SPORTS, ELECTRONIC ARTS",TRUE,Title,Default Title,,,,,PCH109785,0,shopify,1,deny,manual,4.99,,TRUE,TRUE,,,,,FALSE,,,0.39,active
nhl-24-ps5-pch141351,Nhl 24 (PS5),,,,PS5,"PS5, Used",TRUE,Title,Default Title,,,,,PCH141351,0,shopify,1,deny,manual,17.99,,TRUE,TRUE,,,,,FALSE,,,1.60,active
nhl-24-ps4-pch141724,Nhl 24 (PS4),,,,PS4,"PS4, Used",TRUE,Title,Default Title,,,,,PCH141724,0,shopify,1,deny,manual,24.99,,TRUE,TRUE,,,,,FALSE,,,0.06,active
nhl-2k-dcast-pch45485,Nhl 2K (DCAST),,SEGA,,DCAST,"DCAST, Used, SPORTS, SEGA",TRUE,Title,Default Title,,,,,PCH45485,0,shopify,1,deny,manual,9.99,,TRUE,TRUE,,,,,FALSE,,,0.01,active
nhl-2k10-ps3-pch14907,Nhl 2K10 (PS3),,TAKE 2 INTERACTIVE,,PS3,"PS3, Used, SPORTS, TAKE 2 INTERACTIVE",TRUE,Title,Default Title,,,,,PCH14907,0,shopify,1,deny,manual,2.99,,TRUE,TRUE,,,,,FALSE,,,1.79,active
nhl-2k3-xbx-pch107018,Nhl 2K3 (XBX),,SEGA,,XBX,"XBX, Used, SPORTS, SEGA",TRUE,Title,Default Title,,,,,PCH107018,0,shopify,1,deny,manual,4.99,,TRUE,TRUE,,,,,FALSE,,,0.80,active
nhl-2k3-ps2-pch117686,Nhl 2K3 (PS2),,TAKE 2 INTERACTIVE,,PS2,"PS2, Used, SPORTS, TAKE 2 INTERACTIVE",TRUE,Title,Default Title,,,,,PCH117686,0,shopify,1,deny,manual,4.99,,TRUE,TRUE,,,,,FALSE,,,0.04,active
nhl-2k6-xbx-pch113187,Nhl 2K6 (XBX),,2K SPORTS,,XBX,"XBX, Used, SPORTS, 2K SPORTS",TRUE,Title,Default Title,,,,,PCH113187,0,shopify,1,deny,manual,4.99,,TRUE,TRUE,,,,,FALSE,,,0.19,active
nhl-2k6-ps2-pch93307,Nhl 2K6 (PS2),,TAKE 2 INTERACTIVE,,PS2,"PS2, Used, SPORTS, TAKE 2 INTERACTIVE",TRUE,Title,Default Title,,,,,PCH93307,0,shopify,1,deny,manual,5.99,,TRUE,TRUE,,,,,FALSE,,,0.50,active
nhl-2k7-ps2-pch40885,Nhl 2K7 (PS2),,TAKE 2 INTERACTIVE,,PS2,"PS2, Used, SPORTS, TAKE 2 INTERACTIVE",TRUE,Title,Default Title,,,,,PCH40885,0,shopify,1,deny,manual,5.99,,TRUE,TRUE,,,,,FALSE,,,0.08,active
nhl-2k7-ps2-pch63826,Nhl 2K7 (PS2),,TAKE 2 INTERACTIVE,,PS2,"PS2, Used, SPORTS, TAKE 2 INTERACTIVE",TRUE,Title,Default Title,,,,,PCH63826,0,shopify,1,deny,manual,5.99,,TRUE,TRUE,,,,,FALSE,,,0.09,active
nhl-2k7-ps2-pch75805,Nhl 2K7 (PS2),,TAKE 2 INTERACTIVE,,PS2,"PS2, Used, SPORTS, TAKE 2 INTERACTIVE",TRUE,Title,Default Title,,,,,PCH75805,0,shopify,1,deny,manual,5.99,,TRUE,TRUE,,,,,FALSE,,,0.10,active
nhl-2k9-ps3-pch64249,Nhl 2K9 (PS3),,TAKE 2 INTERACTIVE,,PS3,"PS3, Used, SPORTS, TAKE 2 INTERACTIVE",TRUE,Title,Default Title,,,,,PCH64249,0,shopify,1,deny,manual,1.99,,TRUE,TRUE,,,,,FALSE,,,0.10,active
nhl-95-gen-pch123605,Nhl 95 (GEN),,ELECTRONIC ARTS,,GEN,"GEN, Used, SPORTS, ELECTRONIC ARTS",TRUE,Title,Default Title,,,,,PCH123605,0,shopify,1,deny,manual,3.99,,TRUE,TRUE,,,,,FALSE,,,0.40,active
nhl-95-gen-pch130524,Nhl 95 (GEN),,ELECTRONIC ARTS,,GEN,"GEN, Used, SPORTS, ELECTRONIC ARTS",TRUE,Title,Default Title,,,,,PCH130524,0,shopify,1,deny,manual,3.99,,TRUE,TRUE,,,,,FALSE,,,0.44,active
nhl-95-gen-pch134338,Nhl 95 (GEN),,ELECTRONIC ARTS,,GEN,"GEN, Used, SPORTS, ELECTRONIC ARTS",TRUE,Title,Default Title,,,,,PCH134338,0,shopify,1,deny,manual,3.99,,TRUE,TRUE,,,,,FALSE,,,0.40,active
nhl-95-snes-pch114603,Nhl 95 (SNES),,EA SPORTS,,SNES,"SNES, Used, SPORTS, EA SPORTS",TRUE,Title,Default Title,,,,,PCH114603,0,shopify,1,deny,manual,7.99,,TRUE,TRUE,,,,,FALSE,,,0.78,active
nhl-95-snes-pch114614,Nhl 95 (SNES),,EA SPORTS,,SNES,"SNES, Used, SPORTS, EA SPORTS",TRUE,Title,Default Title,,,,,PCH114614,0,shopify,1,deny,manual,7.99,,TRUE,TRUE,,,,,FALSE,,,0.39,active
nhl-95-snes-pch137244,Nhl 95 (SNES),,EA SPORTS,,SNES,"SNES, Used, SPORTS, EA SPORTS",TRUE,Title,Default Title,,,,,PCH137244,0,shopify,1,deny,manual,7.99,,TRUE,TRUE,,,,,FALSE,,,0.22,active
nhl-95-snes-pch143837,Nhl 95 (SNES),,EA SPORTS,,SNES,"SNES, Used, SPORTS, EA SPORTS",TRUE,Title,Default Title,,,,,PCH143837,0,shopify,1,deny,manual,7.99,,TRUE,TRUE,,,,,FALSE,,,0.25,active
nhl-95-snes-pch4911,Nhl 95 (SNES),,EA SPORTS,,SNES,"SNES, Used, SPORTS, EA SPORTS",TRUE,Title,Default Title,,,,,PCH4911,0,shopify,1,deny,manual,7.99,,TRUE,TRUE,,,,,FALSE,,,1.25,active
nhl-96-snes-pch148320,Nhl 96 (SNES),,EA SPORTS,,SNES,"SNES, Used, SPORTS, EA SPORTS",TRUE,Title,Default Title,,,,,PCH148320,0,shopify,1,deny,manual,9.99,,TRUE,TRUE,,,,,FALSE,,,3.96,active
nhl-97-gen-pch124906,Nhl 97 (GEN),,ELECTRONIC ARTS,,GEN,"GEN, Used, SPORTS, ELECTRONIC ARTS",TRUE,Title,Default Title,,,,,PCH124906,0,shopify,1,deny,manual,4.99,,TRUE,TRUE,,,,,FALSE,,,0.56,active
nhl-97-gen-pch129018,Nhl 97 (GEN),,ELECTRONIC ARTS,,GEN,"GEN, Used, SPORTS, ELECTRONIC ARTS",TRUE,Title,Default Title,,,,,PCH129018,0,shopify,1,deny,manual,4.99,,TRUE,TRUE,,,,,FALSE,,,1.33,active
nhl-98-gen-pch47663,Nhl 98 (GEN),,ELECTRONIC ARTS,,GEN,"GEN, Used, SPORTS, ELECTRONIC ARTS",TRUE,Title,Default Title,,,,,PCH47663,0,shopify,1,deny,manual,16.99,,TRUE,TRUE,,,,,FALSE,,,2.00,active
nhl-98-ps1-pch121151,Nhl 98 (PS1),,ELECTRONIC ARTS,,PS1,"PS1, Used, SPORTS, ELECTRONIC ARTS",TRUE,Title,Default Title,,,,,PCH121151,0,shopify,1,deny,manual,9.99,,TRUE,TRUE,,,,,FALSE,,,1.38,active
nhl-98-ps1-pch66657,Nhl 98 (PS1),,ELECTRONIC ARTS,,PS1,"PS1, Used, SPORTS, ELECTRONIC ARTS",TRUE,Title,Default Title,,,,,PCH66657,0,shopify,1,deny,manual,9.99,,TRUE,TRUE,,,,,FALSE,,,0.25,active
nhl-all-star-hockey-sgg-pch126268,Nhl All-Star Hockey (SGG),,SEGA,,SGG,"SGG, Used, SPORTS, SEGA",TRUE,Title,Default Title,,,,,PCH126268,0,shopify,1,deny,manual,3.99,,TRUE,TRUE,,,,,FALSE,,,0.34,active
nhl-all-star-hockey-95-gen-pch118045,Nhl All-Star Hockey 95 (GEN),,SEGA,,GEN,"GEN, Used, SPORTS, SEGA",TRUE,Title,Default Title,,,,,PCH118045,0,shopify,1,deny,manual,4.99,,TRUE,TRUE,,,,,FALSE,,,0.21,active
nhl-all-star-hockey-95-gen-pch96400,Nhl All-Star Hockey 95 (GEN),,SEGA,,GEN,"GEN, Used, SPORTS, SEGA",TRUE,Title,Default Title,,,,,PCH96400,0,shopify,1,deny,manual,4.99,,TRUE,TRUE,,,,,FALSE,,,0.28,active
nhl-all-star-hockey-98-sat-pch102697,Nhl All-Star Hockey 98 (SAT),,,,SAT,"SAT, Used, DISCONTINUED",TRUE,Title,Default Title,,,,,PCH102697,0,shopify,1,deny,manual,16.99,,TRUE,TRUE,,,,,FALSE,,,3.00,active
nhl-face-off-2000-ps1-pch44618,Nhl Face Off 2000 (PS1),,989 STUDIOS,,PS1,"PS1, Used, SPORTS, 989 STUDIOS",TRUE,Title,Default Title,,,,,PCH44618,0,shopify,1,deny,manual,3.99,,TRUE,TRUE,,,,,FALSE,,,0.08,active
nhl-face-off-2003-ps2-pch42578,Nhl Face Off 2003 (PS2),,,,PS2,"PS2, Used, SPORTS",TRUE,Title,Default Title,,,,,PCH42578,0,shopify,1,deny,manual,3.99,,TRUE,TRUE,,,,,FALSE,,,0.05,active
nhl-face-off-2003-ps2-pch46522,Nhl Face Off 2003 (PS2),,,,PS2,"PS2, Used, SPORTS",TRUE,Title,Default Title,,,,,PCH46522,0,shopify,1,deny,manual,3.99,,TRUE,TRUE,,,,,FALSE,,,0.05,active
nhl-face-off-2003-ps2-pch55658,Nhl Face Off 2003 (PS2),,,,PS2,"PS2, Used, SPORTS",TRUE,Title,Default Title,,,,,PCH55658,0,shopify,1,deny,manual,3.99,,TRUE,TRUE,,,,,FALSE,,,0.28,active
nhl-face-off-2003-ps2-pch59495,Nhl Face Off 2003 (PS2),,,,PS2,"PS2, Used, SPORTS",TRUE,Title,Default Title,,,,,PCH59495,0,shopify,1,deny,manual,3.99,,TRUE,TRUE,,,,,FALSE,,,0.04,active
nhl-face-off-99-ps1-pch106141,Nhl Face Off 99 (PS1),,ELECTRONIC ARTS,,PS1,"PS1, Used, SPORTS, ELECTRONIC ARTS",TRUE,Title,Default Title,,,,,PCH106141,0,shopify,1,deny,manual,5.99,,TRUE,TRUE,,,,,FALSE,,,1.10,active
nhl-face-off-99-ps1-pch139772,Nhl Face Off 99 (PS1),,ELECTRONIC ARTS,,PS1,"PS1, Used, SPORTS, ELECTRONIC ARTS",TRUE,Title,Default Title,,,,,PCH139772,0,shopify,1,deny,manual,5.99,,TRUE,TRUE,,,,,FALSE,,,1.00,active
nhl-hitz-2002-ps2-pch116968,Nhl Hitz 2002 (PS2),,MIDWAY,,PS2,"PS2, Used, SPORTS, MIDWAY",TRUE,Title,Default Title,,,,,PCH116968,0,shopify,1,deny,manual,11.99,,TRUE,TRUE,,,,,FALSE,,,1.75,active
nhl-hockey-gen-pch123621,Nhl Hockey (GEN),,ELECTRONIC ARTS,,GEN,"GEN, Used, SPORTS, ELECTRONIC ARTS",TRUE,Title,Default Title,,,,,PCH123621,0,shopify,1,deny,manual,5.99,,TRUE,TRUE,,,,,FALSE,,,0.60,active
nhl-hockey-gen-pch123775,Nhl Hockey (GEN),,ELECTRONIC ARTS,,GEN,"GEN, Used, SPORTS, ELECTRONIC ARTS",TRUE,Title,Default Title,,,,,PCH123775,0,shopify,1,deny,manual,5.99,,TRUE,TRUE,,,,,FALSE,,,0.83,active
nhl-hockey-gen-pch127342,Nhl Hockey (GEN),,ELECTRONIC ARTS,,GEN,"GEN, Used, SPORTS, ELECTRONIC ARTS",TRUE,Title,Default Title,,,,,PCH127342,0,shopify,1,deny,manual,5.99,,TRUE,TRUE,,,,,FALSE,,,0.75,active
nhl-hockey-gen-pch130570,Nhl Hockey (GEN),,ELECTRONIC ARTS,,GEN,"GEN, Used, SPORTS, ELECTRONIC ARTS",TRUE,Title,Default Title,,,,,PCH130570,0,shopify,1,deny,manual,9.99,,TRUE,TRUE,,,,,FALSE,,,1.68,active
nhl-hockey-sgg-pch130553,Nhl Hockey (SGG),,EA SPORTS,,SGG,"SGG, Used, SPORTS, EA SPORTS",TRUE,Title,Default Title,,,,,PCH130553,0,shopify,1,deny,manual,12.99,,TRUE,TRUE,,,,,FALSE,,,3.30,active
nhlpa-hockey-93-gen-pch123610,Nhlpa Hockey 93 (GEN),,ELECTRONIC ARTS,,GEN,"GEN, Used, SPORTS, ELECTRONIC ARTS",TRUE,Title,Default Title,,,,,PCH123610,0,shopify,1,deny,manual,11.99,,TRUE,TRUE,,,,,FALSE,,,0.55,active
nhlpa-hockey-93-gen-pch139891,Nhlpa Hockey 93 (GEN),,ELECTRONIC ARTS,,GEN,"GEN, Used, SPORTS, ELECTRONIC ARTS",TRUE,Title,Default Title,,,,,PCH139891,0,shopify,1,deny,manual,4.99,,TRUE,TRUE,,,,,FALSE,,,0.08,active
nhl-powerplay-96-sat-pch92257,Nhl Powerplay 96 (SAT),,,,SAT,"SAT, Used",TRUE,Title,Default Title,,,,,PCH92257,0,shopify,1,deny,manual,11.99,,TRUE,TRUE,,,,,FALSE,,,2.40,active
nhl-stanley-cup-snes-pch147232,Nhl Stanley Cup (SNES),,NINTENDO,,SNES,"SNES, Used, SPORTS, NINTENDO",TRUE,Title,Default Title,,,,,PCH147232,0,shopify,1,deny,manual,4.99,,TRUE,TRUE,,,,,FALSE,,,0.50,active
nhra-championship-drag-racing-ps2-pch33813,Nhra Championship Drag Racing (PS2),,VALUSOFT,,PS2,"PS2, Used, SPORTS, VALUSOFT",TRUE,Title,Default Title,,,,,PCH33813,0,shopify,1,deny,manual,5.99,,TRUE,TRUE,,,,,FALSE,,,0.44,active
nickelodeon-all-star-brawl-nsw-pch145475,Nickelodeon All-Star Brawl (NSW),,,,NSW,"NSW, Used",TRUE,Title,Default Title,,,,,PCH145475,0,shopify,1,deny,manual,17.99,,TRUE,TRUE,,,,,FALSE,,,7.70,active
nickelodeon-all-star-brawl-xsx-pch88610,Nickelodeon All-Star Brawl (XSX),,,,XSX,"XSX, New",TRUE,Title,Default Title,,,,,PCH88610,0,shopify,1,deny,manual,39.99,,TRUE,TRUE,,,,,FALSE,,,19.99,active
nickelodeon-all-star-brawls-2-xsx-pch121310,Nickelodeon All-Star Brawls 2 (XSX),,,,XSX,"XSX, Used",TRUE,Title,Default Title,,,,,PCH121310,0,shopify,1,deny,manual,29.99,,TRUE,TRUE,,,,,FALSE,,,4.74,active
nickelodeon-bubble-guppies-nds-pch124034,Nickelodeon Bubble Guppies (NDS),,TAKE 2 INTERACTIVE,,NDS,"NDS, Used, ADVENTURE, TAKE 2 INTERACTIVE",TRUE,Title,Default Title,,,,,PCH124034,0,shopify,1,deny,manual,7.99,,TRUE,TRUE,,,,,FALSE,,,2.64,active
nickelodeon-fit-wii-pch141463,Nickelodeon Fit (Wii),,TAKE 2 INTERACTIVE,,Wii,"Wii, Used, MISC, TAKE 2 INTERACTIVE",TRUE,Title,Default Title,,,,,PCH141463,0,shopify,1,deny,manual,5.99,,TRUE,TRUE,,,,,FALSE,,,0.50,active
nickelodeon-fit-wii-pch147406,Nickelodeon Fit (Wii),,TAKE 2 INTERACTIVE,,Wii,"Wii, Used, MISC, TAKE 2 INTERACTIVE",TRUE,Title,Default Title,,,,,PCH147406,0,shopify,1,deny,manual,5.99,,TRUE,TRUE,,,,,FALSE,,,0.38,active
nickelodeon-kart-racers-2-grand-prix-xone-pch103873,Nickelodeon Kart Racers 2: Grand Prix (XONE),,,,XONE,"XONE, New",TRUE,Title,Default Title,,,,,PCH103873,0,shopify,1,deny,manual,39.99,,TRUE,TRUE,,,,,FALSE,,,35.00,active
nickelodeon-kart-racers-2-grand-prix-nsw-pch106197,Nickelodeon Kart Racers 2: Grand Prix (NSW),,,,NSW,"NSW, Used",TRUE,Title,Default Title,,,,,PCH106197,0,shopify,1,deny,manual,18.99,,TRUE,TRUE,,,,,FALSE,,,11.00,active
nickelodeon-kart-racers-2-grand-prix-nsw-pch95382,Nickelodeon Kart Racers 2: Grand Prix (NSW),,,,NSW,"NSW, New",TRUE,Title,Default Title,,,,,PCH95382,0,shopify,1,deny,manual,29.99,,TRUE,TRUE,,,,,FALSE,,,35.00,active
nickelodeon-party-blast-ngc-pch110854,Nickelodeon Party Blast (NGC),,ATARI INC.,,NGC,"NGC, Used, MISC, ATARI INC.",TRUE,Title,Default Title,,,,,PCH110854,0,shopify,1,deny,manual,14.99,,TRUE,TRUE,,,,,FALSE,,,2.88,active
nick-norah-s-infinite-playlist-br-br-pch148233,Nick & Norah'S Infinite Playlist Br (BR),,,,BR,"BR, Used",TRUE,Title,Default Title,,,,,PCH148233,0,shopify,1,deny,manual,8.99,,TRUE,TRUE,,,,,FALSE,,,1.00,active
nicktoons-attack-of-the-toybots-ps2-pch133294,Nicktoons Attack Of The Toybots (PS2),,THQ,,PS2,"PS2, Used, ACTION, THQ",TRUE,Title,Default Title,,,,,PCH133294,0,shopify,1,deny,manual,10.99,,TRUE,TRUE,,,,,FALSE,,,1.00,active
nicktoons-attack-of-the-toybots-ps2-pch89413,Nicktoons Attack Of The Toybots (PS2),,THQ,,PS2,"PS2, Used, ACTION, THQ",TRUE,Title,Default Title,,,,,PCH89413,0,shopify,1,deny,manual,10.99,,TRUE,TRUE,,,,,FALSE,,,0.80,active
nicktoons-battle-for-volcano-island-gba-pch95540,Nicktoons Battle For Volcano Island (GBA),,THQ,,GBA,"GBA, Used, ACTION, THQ",TRUE,Title,Default Title,,,,,PCH95540,0,shopify,1,deny,manual,6.99,,TRUE,TRUE,,,,,FALSE,,,1.11,active
nicktoons-battle-for-volcano-island-ps2-pch60687,Nicktoons Battle For Volcano Island (PS2),,THQ,,PS2,"PS2, Used, ACTION, THQ",TRUE,Title,Default Title,,,,,PCH60687,0,shopify,1,deny,manual,4.99,,TRUE,TRUE,,,,,FALSE,,,0.32,active
nicktoons-freeze-frame-frenzy-gba-pch131724,Nicktoons Freeze Frame Frenzy (GBA),,THQ,,GBA,"GBA, Used, FAMILY, THQ",TRUE,Title,Default Title,,,,,PCH131724,0,shopify,1,deny,manual,5.99,,TRUE,TRUE,,,,,FALSE,,,0.66,active
nicktoons-mlb-wii-pch32836,Nicktoons Mlb (Wii),,TAKE 2 INTERACTIVE,,Wii,"Wii, Used, SPORTS, TAKE 2 INTERACTIVE",TRUE,Title,Default Title,,,,,PCH32836,0,shopify,1,deny,manual,7.99,,TRUE,TRUE,,,,,FALSE,,,0.55,active
nicktoons-racing-ps1-pch108575,Nicktoons Racing (PS1),,HASBRO INTERACTIVE,,PS1,"PS1, Used, RACING, HASBRO INTERACTIVE",TRUE,Title,Default Title,,,,,PCH108575,0,shopify,1,deny,manual,21.99,,TRUE,TRUE,,,,,FALSE,,,1.10,active
nicktoons-unite-nds-pch136584,Nicktoons Unite (NDS),,THQ,,NDS,"NDS, Used, ACTION, THQ",TRUE,Title,Default Title,,,,,PCH136584,0,shopify,1,deny,manual,10.99,,TRUE,TRUE,,,,,FALSE,,,2.00,active
